id,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,department,salary,username
14052,0.57,0.59,2,111,2,0,0,0,management,high,U14052
14053,0.68,0.75,4,258,3,0,0,0,management,high,U14053
14054,0.62,0.61,3,266,2,0,0,0,management,high,U14054
14055,0.69,0.75,3,253,3,0,0,0,management,high,U14055
14056,0.63,0.7,5,160,3,0,0,0,management,high,U14056
14057,0.76,0.62,5,230,3,1,0,0,marketing,low,U14057
14058,0.62,0.76,5,198,3,0,0,0,sales,low,U14058
14059,0.82,0.69,3,250,3,0,0,0,accounting,low,U14059
14060,0.2,0.7,4,225,5,0,0,0,support,low,U14060
14061,0.16,0.7,3,178,3,1,0,0,technical,low,U14061
14062,0.2,0.78,4,196,3,0,0,0,management,low,U14062
14063,0.53,0.51,4,240,2,0,0,0,marketing,low,U14063
14064,0.71,0.63,3,204,3,0,0,0,marketing,low,U14064
14065,0.7,0.93,3,250,3,0,0,0,marketing,low,U14065
14066,0.92,0.94,2,224,2,0,0,0,sales,low,U14066
14067,0.81,0.92,4,268,3,0,0,0,sales,low,U14067
14068,0.79,0.62,5,167,3,0,0,0,sales,low,U14068
14069,0.53,0.64,3,168,3,0,0,0,sales,low,U14069
14070,0.51,0.56,4,168,2,0,0,0,sales,low,U14070
14071,0.78,0.9,5,158,3,0,0,0,sales,low,U14071
14072,0.5,0.91,3,240,3,0,0,0,sales,low,U14072
14073,0.92,1,4,261,4,0,0,0,sales,medium,U14073
14074,0.59,0.54,4,176,2,0,0,0,technical,medium,U14074
14075,0.77,0.55,3,217,3,0,0,0,support,medium,U14075
14076,0.74,0.87,5,224,2,0,0,0,support,medium,U14076
14077,0.67,0.97,4,196,3,0,0,0,support,medium,U14077
14078,0.56,0.59,3,223,3,0,0,0,support,medium,U14078
14079,0.84,0.44,5,131,5,1,0,0,support,medium,U14079
14080,0.53,0.77,2,167,2,0,0,0,support,medium,U14080
14081,0.86,0.71,5,273,3,0,0,0,support,medium,U14081
14082,0.77,0.68,3,98,3,0,0,0,support,medium,U14082
14083,0.97,0.94,4,253,3,0,0,0,support,medium,U14083
14084,0.69,0.87,5,174,3,0,0,0,support,medium,U14084
14085,0.73,0.9,3,274,2,0,0,0,support,high,U14085
14086,0.42,0.47,6,174,5,0,0,0,technical,low,U14086
14087,0.4,0.47,5,173,5,0,0,0,technical,medium,U14087
14088,0.33,0.41,2,198,4,0,0,0,technical,medium,U14088
14089,0.68,0.66,3,238,2,0,0,0,management,medium,U14089
14090,0.78,0.8,3,256,2,0,0,0,IT,medium,U14090
14091,0.92,0.6,3,179,2,0,0,0,IT,low,U14091
14092,0.66,0.66,4,273,4,1,0,0,IT,low,U14092
14093,0.6,0.45,3,104,4,0,0,0,IT,low,U14093
14094,0.86,0.83,4,208,3,1,0,0,IT,low,U14094
14095,0.61,0.49,3,275,2,0,0,0,product_mng,low,U14095
14096,0.71,0.68,3,231,2,1,0,0,product_mng,low,U14096
14097,0.86,0.62,4,186,3,0,0,0,product_mng,low,U14097
14098,0.96,0.59,3,241,3,0,0,0,product_mng,low,U14098
14099,0.7,0.54,3,194,2,1,0,0,IT,low,U14099
14100,0.38,0.49,4,196,3,0,0,1,management,high,U14100
14101,0.39,0.75,6,185,3,0,0,1,management,high,U14101
14102,0.49,0.4,2,148,2,1,0,1,management,high,U14102
14103,0.78,0.62,4,150,3,0,0,1,management,high,U14103
14104,0.74,0.79,5,121,5,0,0,1,management,high,U14104
14105,0.82,0.76,4,266,3,0,0,1,management,high,U14105
14106,0.6,0.42,2,109,6,0,0,0,sales,low,U14106
14107,0.72,0.99,3,143,4,0,0,0,sales,low,U14107
14108,0.73,0.97,3,174,3,0,0,0,sales,low,U14108
14109,0.89,0.55,4,159,2,0,0,0,sales,medium,U14109
14110,0.74,0.94,4,157,2,0,0,0,sales,medium,U14110
14111,0.83,0.57,2,222,2,0,0,0,sales,medium,U14111
14112,0.24,0.88,5,199,5,1,0,0,sales,medium,U14112
14113,0.93,0.89,3,255,7,1,0,0,sales,medium,U14113
14114,0.96,0.62,4,253,7,0,0,0,sales,medium,U14114
14115,0.16,0.68,5,149,7,1,0,0,sales,medium,U14115
14116,0.21,0.85,6,285,7,0,0,0,sales,medium,U14116
14117,0.69,0.54,3,164,7,0,0,0,sales,medium,U14117
14118,0.66,0.96,3,243,3,1,0,0,sales,medium,U14118
14119,0.67,0.39,2,207,7,0,0,0,sales,medium,U14119
14120,0.85,0.58,4,186,7,0,0,0,sales,medium,U14120
14121,0.37,0.92,4,211,7,0,0,0,sales,high,U14121
14122,0.64,0.64,2,190,3,0,0,0,sales,low,U14122
14123,0.91,0.82,2,241,3,0,0,0,sales,medium,U14123
14124,0.96,0.68,3,206,3,0,0,0,sales,medium,U14124
14125,0.74,0.7,4,273,3,0,0,0,sales,medium,U14125
14126,0.94,0.99,2,157,3,0,0,0,sales,medium,U14126
14127,0.37,0.72,3,183,2,0,0,0,sales,low,U14127
14128,0.92,0.85,3,151,6,1,0,0,sales,low,U14128
14129,0.86,0.72,3,217,3,0,0,0,sales,low,U14129
14130,0.66,0.49,5,235,8,1,0,0,sales,low,U14130
14131,0.19,0.61,4,127,8,0,0,0,sales,low,U14131
14132,0.65,0.61,5,167,8,0,0,0,sales,low,U14132
14133,0.92,0.44,3,260,8,0,0,0,sales,low,U14133
14134,0.83,0.8,3,240,8,0,0,0,sales,low,U14134
14135,0.94,0.82,4,187,3,0,0,0,sales,low,U14135
14136,0.42,0.69,3,126,2,0,0,0,sales,low,U14136
14137,0.78,0.53,6,168,3,0,0,0,sales,low,U14137
14138,0.58,0.76,4,197,5,0,0,0,sales,low,U14138
14139,0.5,0.64,2,170,8,0,0,0,sales,low,U14139
14140,0.82,0.76,3,219,8,1,0,0,IT,low,U14140
14141,0.97,0.92,6,137,8,1,0,0,product_mng,low,U14141
14142,0.8,0.93,3,225,4,0,0,0,product_mng,low,U14142
14143,0.82,0.84,3,194,3,0,0,0,product_mng,low,U14143
14144,0.95,0.99,5,251,4,0,0,0,product_mng,low,U14144
14145,0.88,0.51,5,195,4,0,0,0,IT,low,U14145
14146,0.5,0.86,3,180,7,0,0,1,management,high,U14146
14147,0.53,0.8,2,225,7,1,0,1,management,high,U14147
14148,0.82,0.74,3,229,7,0,0,1,management,high,U14148
14149,0.15,0.74,6,144,7,0,0,1,management,high,U14149
14150,0.92,0.7,3,129,3,0,0,1,management,high,U14150
14151,0.53,0.74,3,172,10,0,0,1,management,high,U14151
14152,0.58,1,4,220,10,0,0,0,marketing,medium,U14152
14153,0.88,0.74,3,273,10,0,0,0,sales,medium,U14153
14154,0.85,0.72,3,245,10,0,0,0,accounting,medium,U14154
14155,0.99,0.68,5,264,10,1,0,0,support,medium,U14155
14156,0.94,0.73,3,268,10,0,0,0,technical,medium,U14156
14157,0.63,0.94,3,172,3,0,0,0,management,medium,U14157
14158,0.85,0.9,3,245,3,0,0,0,marketing,medium,U14158
14159,0.95,0.66,5,192,3,0,0,0,marketing,medium,U14159
14160,0.71,0.66,3,268,4,0,0,0,marketing,high,U14160
14161,0.49,0.88,4,244,3,0,0,0,sales,low,U14161
14162,0.71,0.69,4,222,4,0,0,0,sales,medium,U14162
14163,0.52,0.62,5,239,2,0,0,0,sales,medium,U14163
14164,0.48,0.72,3,143,4,0,0,0,sales,medium,U14164
14165,0.82,0.79,3,160,3,0,0,0,sales,medium,U14165
14166,0.83,0.76,2,255,7,0,0,0,sales,low,U14166
14167,0.85,0.87,4,152,7,0,0,0,sales,low,U14167
14168,0.57,0.64,4,226,7,0,0,0,sales,low,U14168
14169,0.16,0.63,5,266,7,0,0,0,IT,low,U14169
14170,0.85,0.64,5,256,7,0,0,0,product_mng,low,U14170
14171,0.82,0.67,3,198,3,1,0,0,product_mng,low,U14171
14172,0.9,0.89,4,254,7,0,0,0,product_mng,low,U14172
14173,0.92,0.64,2,104,7,0,0,0,product_mng,low,U14173
14174,0.9,0.48,4,136,7,0,0,0,IT,low,U14174
14175,0.82,0.8,5,205,3,0,0,0,IT,low,U14175
14176,0.84,0.81,4,236,3,1,0,0,IT,low,U14176
14177,0.92,0.65,3,176,3,0,0,0,IT,low,U14177
14178,0.82,0.82,3,148,3,0,0,0,IT,low,U14178
14179,0.8,0.8,4,146,3,1,0,0,IT,low,U14179
14180,0.6,0.85,3,242,2,0,0,0,IT,low,U14180
14181,0.14,0.38,5,115,6,1,0,0,marketing,high,U14181
14182,0.85,0.89,4,150,3,0,0,0,accounting,high,U14182
14183,0.55,0.81,3,239,8,0,0,0,accounting,high,U14183
14184,0.49,0.71,4,178,8,0,0,0,IT,medium,U14184
14185,0.82,0.58,5,263,8,0,0,0,IT,medium,U14185
14186,0.59,0.77,3,272,8,0,0,0,management,high,U14186
14187,0.9,0.82,3,133,8,0,0,0,marketing,medium,U14187
14188,0.62,0.72,3,149,3,1,0,0,marketing,medium,U14188
14189,0.61,0.68,3,193,2,0,0,0,marketing,medium,U14189
14190,0.52,0.55,5,174,3,1,0,0,sales,medium,U14190
14191,0.79,0.87,4,223,5,0,0,0,sales,medium,U14191
14192,0.49,0.89,4,201,8,0,0,0,sales,medium,U14192
14193,0.73,0.67,2,139,8,0,0,0,sales,medium,U14193
14194,0.67,0.49,5,241,8,0,0,0,sales,medium,U14194
14195,0.52,0.61,4,187,4,1,0,0,sales,medium,U14195
14196,0.72,0.64,4,192,3,0,0,0,sales,medium,U14196
14197,0.48,0.5,5,142,4,0,0,0,IT,medium,U14197
14198,0.19,0.79,4,229,4,0,0,0,product_mng,medium,U14198
14199,0.49,0.49,3,104,7,0,0,0,product_mng,high,U14199
14200,0.9,0.76,3,255,7,0,0,0,product_mng,low,U14200
14201,0.49,0.49,4,212,7,0,0,0,product_mng,medium,U14201
14202,0.6,0.53,2,235,7,0,0,0,IT,medium,U14202
14203,0.62,0.85,3,237,3,1,0,0,IT,medium,U14203
14204,0.64,0.5,4,253,10,0,0,1,management,high,U14204
14205,0.22,0.94,3,193,10,0,0,1,management,high,U14205
14206,0.9,0.55,3,259,10,1,0,1,management,high,U14206
14207,0.74,0.95,5,266,10,0,0,1,management,high,U14207
14208,0.85,0.54,3,185,10,0,0,1,management,high,U14208
14209,0.33,0.65,3,172,10,0,0,1,marketing,high,U14209
14210,0.5,0.73,4,180,3,0,0,0,IT,low,U14210
14211,0.38,0.53,2,157,3,0,1,0,sales,low,U14211
14212,0.8,0.86,5,262,6,0,1,0,sales,medium,U14212
14213,0.11,0.88,7,272,4,0,1,0,sales,medium,U14213
14214,0.72,0.87,5,223,5,0,1,0,sales,low,U14214
14215,0.37,0.52,2,159,3,0,1,0,sales,low,U14215
14216,0.41,0.5,2,153,3,0,1,0,sales,low,U14216
14217,0.1,0.77,6,247,4,0,1,0,sales,low,U14217
14218,0.92,0.85,5,259,5,0,1,0,sales,low,U14218
14219,0.89,1,5,224,5,0,1,0,sales,low,U14219
14220,0.42,0.53,2,142,3,0,1,0,sales,low,U14220
14221,0.45,0.54,2,135,3,0,1,0,sales,low,U14221
14222,0.11,0.81,6,305,4,0,1,0,sales,low,U14222
14223,0.84,0.92,4,234,5,0,1,0,sales,low,U14223
14224,0.41,0.55,2,148,3,0,1,0,sales,low,U14224
14225,0.36,0.56,2,137,3,0,1,0,sales,low,U14225
14226,0.38,0.54,2,143,3,0,1,0,sales,low,U14226
14227,0.45,0.47,2,160,3,0,1,0,sales,low,U14227
14228,0.78,0.99,4,255,6,0,1,0,sales,low,U14228
14229,0.45,0.51,2,160,3,1,1,1,sales,low,U14229
14230,0.76,0.89,5,262,5,0,1,0,sales,low,U14230
14231,0.11,0.83,6,282,4,0,1,0,sales,low,U14231
14232,0.38,0.55,2,147,3,0,1,0,sales,low,U14232
14233,0.09,0.95,6,304,4,0,1,0,sales,low,U14233
14234,0.46,0.57,2,139,3,0,1,0,sales,low,U14234
14235,0.4,0.53,2,158,3,0,1,0,sales,low,U14235
14236,0.89,0.92,5,242,5,0,1,0,sales,low,U14236
14237,0.82,0.87,4,239,5,0,1,0,sales,low,U14237
14238,0.4,0.49,2,135,3,0,1,0,sales,low,U14238
14239,0.41,0.46,2,128,3,0,1,0,accounting,low,U14239
14240,0.38,0.5,2,132,3,0,1,0,accounting,low,U14240
14241,0.09,0.62,6,294,4,0,1,0,accounting,low,U14241
14242,0.45,0.57,2,134,3,0,1,0,hr,low,U14242
14243,0.4,0.51,2,145,3,0,1,0,hr,low,U14243
14244,0.45,0.55,2,140,3,0,1,0,hr,low,U14244
14245,0.84,0.87,4,246,6,0,1,0,hr,low,U14245
14246,0.1,0.94,6,255,4,0,1,0,technical,low,U14246
14247,0.38,0.46,2,137,3,0,1,0,technical,low,U14247
14248,0.45,0.5,2,126,3,0,1,0,technical,low,U14248
14249,0.11,0.89,6,306,4,0,1,0,technical,low,U14249
14250,0.41,0.54,2,152,3,0,1,0,technical,low,U14250
14251,0.87,0.88,5,269,5,0,1,0,technical,low,U14251
14252,0.45,0.48,2,158,3,0,1,0,technical,low,U14252
14253,0.4,0.46,2,127,3,0,1,0,technical,low,U14253
14254,0.1,0.8,7,281,4,0,1,0,technical,low,U14254
14255,0.09,0.89,6,276,4,0,1,0,technical,low,U14255
14256,0.84,0.74,3,182,4,0,1,0,technical,low,U14256
14257,0.4,0.55,2,147,3,0,1,0,support,low,U14257
14258,0.57,0.7,3,273,6,0,1,0,support,low,U14258
14259,0.4,0.54,2,148,3,0,1,0,support,low,U14259
14260,0.43,0.47,2,147,3,0,1,0,support,low,U14260
14261,0.13,0.78,6,152,2,0,1,0,support,low,U14261
14262,0.44,0.55,2,135,3,0,1,0,support,low,U14262
14263,0.38,0.55,2,134,3,0,1,0,support,low,U14263
14264,0.39,0.54,2,132,3,0,1,0,support,low,U14264
14265,0.1,0.92,7,307,4,0,1,0,support,low,U14265
14266,0.37,0.46,2,140,3,0,1,0,support,low,U14266
14267,0.11,0.94,7,255,4,0,1,0,support,low,U14267
14268,0.1,0.81,6,309,4,0,1,0,technical,low,U14268
14269,0.38,0.54,2,128,3,0,1,0,technical,low,U14269
14270,0.85,1,4,225,5,0,1,0,technical,low,U14270
14271,0.85,0.91,5,226,5,0,1,0,management,medium,U14271
14272,0.11,0.93,7,308,4,0,1,0,IT,medium,U14272
14273,0.1,0.95,6,244,5,0,1,0,IT,medium,U14273
14274,0.36,0.56,2,132,3,0,1,0,IT,medium,U14274
14275,0.11,0.94,6,286,4,0,1,0,IT,medium,U14275
14276,0.81,0.7,6,161,4,0,1,0,IT,medium,U14276
14277,0.43,0.54,2,153,3,0,1,0,product_mng,medium,U14277
14278,0.9,0.98,4,264,6,0,1,0,product_mng,medium,U14278
14279,0.76,0.86,5,223,5,1,1,0,product_mng,medium,U14279
14280,0.43,0.5,2,135,3,0,1,0,product_mng,medium,U14280
14281,0.74,0.99,2,277,3,0,1,0,IT,medium,U14281
14282,0.09,0.77,5,275,4,0,1,0,product_mng,medium,U14282
14283,0.45,0.49,2,149,3,0,1,0,product_mng,high,U14283
14284,0.09,0.87,7,295,4,0,1,0,product_mng,low,U14284
14285,0.11,0.97,6,277,4,0,1,0,product_mng,medium,U14285
14286,0.11,0.79,7,306,4,0,1,0,product_mng,medium,U14286
14287,0.1,0.83,6,295,4,0,1,0,product_mng,medium,U14287
14288,0.4,0.54,2,137,3,0,1,0,marketing,medium,U14288
14289,0.43,0.56,2,157,3,0,1,0,sales,low,U14289
14290,0.39,0.56,2,142,3,0,1,0,accounting,low,U14290
14291,0.45,0.54,2,140,3,0,1,0,support,low,U14291
14292,0.38,0.49,2,151,3,0,1,0,technical,low,U14292
14293,0.79,0.59,4,139,3,0,1,1,management,low,U14293
14294,0.84,0.85,4,249,6,0,1,0,marketing,low,U14294
14295,0.11,0.77,6,291,4,0,1,0,marketing,low,U14295
14296,0.11,0.87,6,305,4,0,1,0,marketing,low,U14296
14297,0.17,0.84,5,232,3,0,1,0,sales,low,U14297
14298,0.44,0.45,2,132,3,0,1,0,sales,low,U14298
14299,0.37,0.57,2,130,3,0,1,0,sales,low,U14299
14300,0.1,0.79,6,291,4,0,1,0,sales,low,U14300
14301,0.4,0.5,2,130,3,0,1,0,sales,low,U14301
14302,0.89,1,5,246,5,0,1,0,sales,low,U14302
14303,0.42,0.48,2,143,3,0,1,0,sales,low,U14303
14304,0.46,0.55,2,129,3,0,1,0,sales,low,U14304
14305,0.09,0.83,6,255,4,0,1,0,sales,low,U14305
14306,0.37,0.51,2,155,3,0,1,0,sales,low,U14306
14307,0.1,0.77,6,265,4,0,1,0,sales,low,U14307
14308,0.1,0.84,6,279,4,0,1,0,sales,low,U14308
14309,0.11,0.97,6,284,4,0,1,0,sales,low,U14309
14310,0.9,1,5,221,6,0,1,0,sales,medium,U14310
14311,0.38,0.52,2,154,3,0,1,0,sales,medium,U14311
14312,0.36,0.52,2,147,3,0,1,0,sales,medium,U14312
14313,0.42,0.46,2,150,3,0,1,0,sales,medium,U14313
14314,0.09,0.94,7,267,4,0,1,0,sales,medium,U14314
14315,0.43,0.52,2,158,3,0,1,0,sales,medium,U14315
14316,0.24,0.46,7,224,5,0,1,0,accounting,medium,U14316
14317,0.91,1,4,257,5,0,1,0,accounting,medium,U14317
14318,0.44,0.5,2,148,3,0,1,0,accounting,medium,U14318
14319,0.71,0.87,3,177,4,0,1,0,hr,medium,U14319
14320,0.4,0.49,2,155,3,0,1,0,hr,medium,U14320
14321,0.43,0.47,2,144,3,0,1,0,hr,medium,U14321
14322,0.09,0.85,6,289,4,0,1,0,hr,high,U14322
14323,0.43,0.52,2,160,3,0,1,0,technical,low,U14323
14324,0.9,0.96,4,258,5,0,1,0,technical,medium,U14324
14325,0.84,1,5,234,5,0,1,0,technical,medium,U14325
14326,0.37,0.48,2,137,3,0,1,0,technical,medium,U14326
14327,0.86,0.68,5,263,2,0,1,0,technical,medium,U14327
14328,0.11,0.84,6,251,4,0,1,0,technical,low,U14328
14329,0.37,0.57,2,133,3,0,1,0,technical,low,U14329
14330,0.4,0.46,2,132,3,0,1,0,technical,low,U14330
14331,0.14,0.62,4,158,4,1,1,0,technical,low,U14331
14332,0.4,0.46,2,135,3,0,1,0,technical,low,U14332
14333,0.75,1,4,216,6,0,1,0,technical,low,U14333
14334,0.11,0.84,6,300,5,1,1,0,support,low,U14334
14335,0.46,0.49,2,138,3,0,1,0,support,low,U14335
14336,0.11,0.92,6,260,4,0,1,0,support,low,U14336
14337,0.38,0.49,2,132,3,0,1,0,support,low,U14337
14338,0.7,0.89,3,183,5,0,1,0,support,low,U14338
14339,0.09,0.82,6,250,4,0,1,0,support,low,U14339
14340,0.37,0.45,2,151,3,0,1,0,support,low,U14340
14341,0.1,0.83,6,292,4,0,1,0,support,low,U14341
14342,0.38,0.57,2,140,3,0,1,0,support,low,U14342
14343,0.9,1,5,221,5,0,1,0,support,low,U14343
14344,0.44,0.51,2,138,3,0,1,0,support,low,U14344
14345,0.36,0.5,2,132,3,0,1,0,technical,low,U14345
14346,0.31,0.84,7,133,5,0,1,0,technical,low,U14346
14347,0.1,0.84,6,283,4,1,1,0,technical,low,U14347
14348,0.42,0.48,2,129,3,0,1,0,management,low,U14348
14349,0.74,1,4,249,5,0,1,0,IT,low,U14349
14350,0.73,0.87,5,257,5,0,1,0,IT,low,U14350
14351,0.09,0.96,6,245,4,0,1,0,IT,low,U14351
14352,0.45,0.53,2,155,3,0,1,0,IT,low,U14352
14353,0.11,0.8,6,256,4,0,1,0,IT,low,U14353
14354,0.37,0.47,2,152,3,0,1,0,product_mng,low,U14354
14355,0.84,0.99,4,267,5,0,1,0,product_mng,low,U14355
14356,0.41,0.46,2,151,3,0,1,0,product_mng,low,U14356
14357,0.76,0.92,4,239,5,0,1,0,product_mng,low,U14357
14358,0.11,0.87,6,306,4,0,1,0,IT,low,U14358
14359,0.84,0.88,4,263,5,1,1,0,marketing,low,U14359
14360,0.39,0.5,2,147,3,0,1,0,marketing,low,U14360
14361,0.11,0.91,6,278,4,0,1,0,marketing,low,U14361
14362,0.45,0.56,2,154,3,0,1,0,marketing,low,U14362
14363,0.37,0.52,2,143,3,0,1,0,marketing,low,U14363
14364,0.4,0.52,2,155,3,0,1,0,marketing,low,U14364
14365,0.39,0.48,2,160,3,0,1,0,sales,low,U14365
14366,0.11,0.8,6,304,4,0,1,0,accounting,low,U14366
14367,0.83,1,5,240,5,0,1,0,support,low,U14367
14368,0.11,0.92,6,305,4,0,1,0,technical,low,U14368
14369,0.39,0.5,2,136,3,0,1,0,management,low,U14369
14370,0.45,0.45,2,132,3,0,1,0,marketing,low,U14370
14371,0.1,0.95,7,301,4,0,1,0,marketing,low,U14371
14372,0.9,0.98,5,243,6,0,1,0,marketing,low,U14372
14373,0.45,0.51,2,147,3,0,1,0,sales,low,U14373
14374,0.79,0.89,5,239,5,0,1,0,sales,low,U14374
14375,0.9,0.99,5,260,5,0,1,0,sales,low,U14375
14376,0.11,0.84,7,296,4,0,1,0,sales,low,U14376
14377,0.43,0.55,2,129,3,0,1,0,sales,low,U14377
14378,0.31,0.54,5,132,5,0,1,0,sales,low,U14378
14379,0.32,0.5,2,135,5,0,1,0,sales,low,U14379
14380,0.45,0.57,2,158,3,0,1,0,sales,low,U14380
14381,0.81,0.99,4,259,5,0,1,0,sales,low,U14381
14382,0.41,0.46,2,160,3,0,1,1,sales,low,U14382
14383,0.11,0.78,7,278,4,0,1,0,sales,low,U14383
14384,0.1,0.88,6,284,4,0,1,0,sales,low,U14384
14385,0.7,0.53,2,274,4,0,1,0,sales,low,U14385
14386,0.54,0.74,4,164,2,0,1,0,sales,low,U14386
14387,0.41,0.48,2,148,3,0,1,0,sales,low,U14387
14388,0.38,0.5,2,140,3,0,1,0,sales,medium,U14388
14389,0.37,0.51,2,127,3,0,1,0,sales,medium,U14389
14390,0.11,0.85,6,308,5,0,1,0,sales,medium,U14390
14391,0.4,0.47,2,146,3,0,1,0,sales,medium,U14391
14392,0.1,0.84,6,261,4,0,1,0,accounting,medium,U14392
14393,0.89,0.99,5,257,5,0,1,0,accounting,medium,U14393
14394,0.11,0.8,6,285,4,0,1,0,accounting,medium,U14394
14395,0.36,0.55,2,141,3,0,1,0,hr,medium,U14395
14396,0.4,0.46,2,127,3,0,1,0,hr,medium,U14396
14397,0.09,0.85,6,297,4,0,1,0,hr,medium,U14397
14398,0.4,0.46,2,143,3,0,1,0,hr,medium,U14398
14399,0.37,0.55,2,152,3,0,1,0,technical,medium,U14399
14400,0.44,0.51,2,156,3,0,1,0,technical,high,U14400
14401,0.09,0.8,7,283,5,0,1,0,technical,low,U14401
14402,0.92,0.87,4,226,6,1,1,0,technical,medium,U14402
14403,0.74,0.91,4,232,5,0,1,0,technical,medium,U14403
14404,0.09,0.82,6,249,4,0,1,0,technical,medium,U14404
14405,0.89,0.95,4,275,5,0,1,0,technical,medium,U14405
14406,0.09,0.8,6,304,4,0,1,0,technical,low,U14406
14407,0.27,0.54,7,278,3,0,1,0,technical,low,U14407
14408,0.1,0.91,6,287,4,0,1,0,technical,low,U14408
14409,0.1,0.89,7,285,4,0,1,0,technical,low,U14409
14410,0.77,0.94,5,226,6,0,1,0,support,low,U14410
14411,0.9,0.82,5,259,5,0,1,0,support,low,U14411
14412,0.39,0.5,2,135,3,0,1,0,support,low,U14412
14413,0.76,1,5,219,5,0,1,0,support,low,U14413
14414,0.1,0.93,6,256,4,0,1,0,support,low,U14414
14415,0.87,0.9,5,254,6,0,1,0,support,low,U14415
14416,0.38,0.5,2,153,3,0,1,0,support,low,U14416
14417,0.77,0.99,5,228,5,0,1,0,support,low,U14417
14418,0.78,0.87,4,228,5,0,1,0,support,low,U14418
14419,0.44,0.5,2,128,3,0,1,0,support,low,U14419
14420,0.38,0.52,2,153,3,0,1,0,support,low,U14420
14421,0.43,0.46,2,156,3,0,1,0,technical,low,U14421
14422,0.39,0.5,4,294,3,0,1,0,technical,low,U14422
14423,0.88,1,5,219,5,0,1,0,technical,low,U14423
14424,0.45,0.46,2,153,3,0,1,0,management,low,U14424
14425,0.4,0.53,2,151,3,0,1,0,IT,low,U14425
14426,0.36,0.51,2,155,3,0,1,0,IT,low,U14426
14427,0.36,0.48,2,158,3,0,1,0,IT,low,U14427
14428,0.9,0.98,5,245,5,0,1,0,IT,low,U14428
14429,0.43,0.53,2,131,3,0,1,0,IT,low,U14429
14430,0.89,0.87,5,225,5,0,1,0,product_mng,low,U14430
14431,0.1,0.84,6,286,4,0,1,0,product_mng,low,U14431
14432,0.37,0.5,2,135,3,0,1,0,product_mng,low,U14432
14433,0.37,0.51,2,153,3,0,1,0,product_mng,low,U14433
14434,0.87,0.9,5,252,5,0,1,0,IT,low,U14434
14435,0.4,0.56,2,149,3,0,1,0,accounting,low,U14435
14436,0.9,0.97,4,258,5,0,1,0,accounting,low,U14436
14437,0.37,0.46,2,158,3,0,1,0,hr,low,U14437
14438,0.44,0.54,2,149,3,0,1,0,hr,low,U14438
14439,0.85,0.95,5,236,5,0,1,0,hr,low,U14439
14440,0.78,0.98,5,239,6,0,1,0,marketing,low,U14440
14441,0.42,0.47,2,159,3,0,1,0,marketing,low,U14441
14442,0.92,0.99,5,255,6,0,1,0,sales,low,U14442
14443,0.11,0.83,6,244,4,0,1,0,accounting,low,U14443
14444,0.42,0.56,2,134,3,0,1,0,support,low,U14444
14445,0.48,0.57,4,270,4,0,1,0,technical,low,U14445
14446,0.83,0.85,4,255,5,0,1,0,management,low,U14446
14447,0.4,0.53,2,151,3,0,1,0,marketing,low,U14447
14448,0.43,0.45,2,135,3,0,1,0,marketing,low,U14448
14449,0.43,0.53,2,146,3,0,1,0,marketing,low,U14449
14450,0.1,0.97,7,254,4,0,1,0,sales,low,U14450
14451,0.1,0.87,7,289,4,0,1,0,sales,low,U14451
14452,0.37,0.46,2,156,3,0,1,0,sales,low,U14452
14453,0.38,0.53,2,156,3,0,1,0,sales,low,U14453
14454,0.4,0.5,2,128,3,0,1,0,sales,low,U14454
14455,0.89,0.86,5,275,5,0,1,0,sales,low,U14455
14456,0.45,0.46,2,155,3,0,1,0,sales,low,U14456
14457,0.37,0.48,2,159,3,0,1,0,sales,low,U14457
14458,0.46,0.49,2,148,3,0,1,0,sales,low,U14458
14459,0.87,0.91,4,228,5,0,1,0,sales,low,U14459
14460,0.11,0.84,6,298,4,0,1,0,sales,low,U14460
14461,0.79,0.87,5,261,5,0,1,0,sales,low,U14461
14462,0.79,0.92,5,254,6,0,1,0,sales,low,U14462
14463,0.19,0.59,7,192,3,0,1,0,sales,low,U14463
14464,0.87,0.98,4,248,5,0,1,0,sales,low,U14464
14465,0.6,0.92,2,258,5,0,1,0,sales,low,U14465
14466,0.44,0.45,2,156,3,0,1,0,sales,medium,U14466
14467,0.11,0.81,6,266,4,1,1,0,sales,medium,U14467
14468,0.42,0.54,2,156,3,0,1,0,sales,medium,U14468
14469,0.88,0.88,5,232,5,1,1,0,accounting,medium,U14469
14470,0.11,0.84,6,287,4,0,1,0,accounting,medium,U14470
14471,0.46,0.46,2,154,3,0,1,0,accounting,medium,U14471
14472,0.82,0.97,5,263,5,0,1,0,hr,medium,U14472
14473,0.44,0.56,2,131,3,0,1,0,hr,medium,U14473
14474,0.11,0.78,6,260,4,0,1,0,hr,medium,U14474
14475,0.42,0.5,2,139,3,0,1,0,hr,medium,U14475
14476,0.84,0.93,4,251,5,0,1,0,technical,medium,U14476
14477,0.11,0.95,6,286,4,0,1,0,technical,medium,U14477
14478,0.45,0.53,2,129,3,0,1,0,technical,high,U14478
14479,0.38,0.56,2,156,3,0,1,0,technical,low,U14479
14480,0.38,0.86,6,139,6,0,1,0,technical,medium,U14480
14481,0.44,0.51,2,127,3,0,1,0,technical,medium,U14481
14482,0.11,0.84,6,251,4,0,1,0,technical,medium,U14482
